,Cell,MSE,Passed,MAPE
4506,BOBAR17L,84.11,0.010054,7.90
842,BOBAR21L,31.87,0.008027,9.22
2663,BOBAR22L,87.09,0.030107,10.53
3369,BOBAR23L,123.81,0.010037,9.28
1910,BOBAR27L,167.03,0.008023,10.43
2234,BOBYL12L,27.90,0.008039,6.42
3790,BOBYL13L,53.46,0.002050,7.64
4979,BOBYL14L,64.60,0.008051,9.38
5158,BOBYL17L,160.52,0.000000,10.41
3672,BOBYL27L,182.18,0.010608,10.98
2945,BOCAP17L,66.88,0.008047,9.35
2676,BOCAP22L,85.12,0.010034,10.08
421,BOCAP23L,93.53,0.010092,9.04
2156,BOCAP27L,32.01,0.040169,8.26
2953,BOCAP37L,80.84,0.010072,9.24
2179,BOCIF12L,17.83,0.000000,7.90
1021,BOCIF13L,11.66,0.010044,8.55
2999,BOCIF14L,100.07,0.010095,8.38
3660,BOCIF17L,28.18,0.010113,8.72
4621,BOCIF22L,28.61,0.000000,8.35
4319,BOCIF23L,30.30,0.010031,7.99
5150,BOCIF24L,22.97,0.010126,9.06
628,BOCIF27L,17.04,0.002014,8.18
618,BOCIF37L,246.05,0.040178,11.20
1113,BOCIM17L,69.07,0.010098,9.51
2539,BOCIM21L,29.08,0.012050,4.58
3810,BOCIM27L,43.35,0.010029,8.72
74,BOCIM31L,3.54,0.010043,4.89
991,BOCIM37L,43.71,0.010072,10.27
4589,BOCIM77L,229.91,0.002018,11.84
457,BOCIR12L,75.58,0.002049,8.08
3149,BOCIR13L,49.39,0.002015,7.55
2373,BOCIR17L,82.71,0.000000,9.53
3250,BOCRS11L,29.06,0.010030,9.49
4415,BOCRS12L,366.66,0.012065,50.04
2496,BOCRS13L,248.07,0.018073,13.14
3577,BOCRS17L,218.00,0.010057,13.93
4324,BOCRS21L,6.14,0.010035,5.23
2660,BOCRS22L,120.27,0.008017,9.46
2247,BOCRS23L,226.88,0.010042,13.75
2631,BOCRS24L,140.34,0.008023,11.14
3782,BOCRS27L,241.25,0.010090,13.74
3417,BOCRS37L,194.38,0.008037,13.15
368,BOD0112L,59.56,0.010073,9.29
2232,BOD0122L,129.72,0.010051,11.02
2619,BODAG17L,41.48,0.002018,8.12
367,BODAG22L,14.67,0.010027,8.18
1215,BODAG23L,15.28,0.002013,8.14
4811,BODAG24L,21.42,0.008047,9.18
4549,BODAG27L,18.19,0.010095,8.31
1800,BODAG37L,17.75,0.010098,7.89
1863,BODAL17L,28.84,0.002016,8.40
2304,BODAL27L,22.09,0.010032,10.86
518,BODAR11L,20.35,0.010043,7.17
1508,BODAR12L,43.00,0.000000,8.71
